Name,Category,File,File Name,分类,图标名,标签,Tag
abdominal,Health,https://wentin.github.io/IconPark/source/Health/abdominal.svg,abdominal,医疗健康,腹部,"肚子, 腹, 腰","stomach, abdomen, waist"
brake pads,Others,https://wentin.github.io/IconPark/source/Others/brake-pads.svg,brake-pads,其它,刹车片,刹车片 汽车,car brakes
earth,Others,https://wentin.github.io/IconPark/source/Others/earth.svg,earth,其它,地球仪,"网路, 语言, 全球, 互联网","network, language, global, internet"
switch,Base,https://wentin.github.io/IconPark/source/Base/switch.svg,switch,基础,切换,"切换, 箭头, 左右箭头","switching, arrows, right and left arrow"
distraught face,Emoji,https://wentin.github.io/IconPark/source/Emoji/distraught-face.svg,distraught-face,表情,闭眼生气,闭眼生气,angry eyes closed
road cone,Others,https://wentin.github.io/IconPark/source/Others/road-cone.svg,road-cone,其它,路锥,"道路, 警示, 安全, 交通","road, warning, safety, traffic"
cube,Abstract,https://wentin.github.io/IconPark/source/Abstract/cube.svg,cube,抽象,魔方,魔方 六边形 立方体,rubik cube hexagon
data server,Others,https://wentin.github.io/IconPark/source/Others/data-server.svg,data-server,其它,数据服务器,数据服务器,data server
vial,Others,https://wentin.github.io/IconPark/source/Others/vial.svg,vial,其它,试管,"试管, 试验, 量管, 测量, 测试","test tubes, test, the amount of pipe, measuring, testing"
fire two,Others,https://wentin.github.io/IconPark/source/Others/fire-two.svg,fire-two,其它,火堆,"火, 柴火, 热, 燃烧","fire, firewood, heat, burn"
flip horizontally,Edit,https://wentin.github.io/IconPark/source/Edit/flip-horizontally.svg,flip-horizontally,编辑,水平翻转,"调整, 左右镜像",adjust the left and right image
solar energy,Hardware,https://wentin.github.io/IconPark/source/Hardware/solar-energy.svg,solar-energy,硬件,太阳能,"新能源, 蓄电池, 资源, 能量","new energy, batteries, resources, energy"
theme,Others,https://wentin.github.io/IconPark/source/Others/theme.svg,theme,其它,主题,"主题, 衣服, 服装","theme, clothing, clothing"
reduce decimal places,Edit,https://wentin.github.io/IconPark/source/Edit/reduce-decimal-places.svg,reduce-decimal-places,编辑,减少小数位,"小数位, 减少, 减少位数","decimal places, reduce, reduce the number of bits"
phonograph,Hardware,https://wentin.github.io/IconPark/source/Hardware/phonograph.svg,phonograph,硬件,留声机,"音乐, 声音, 歌曲, 歌声, 歌曲","music, sound, song, song, song"
chart histogram one,Charts,https://wentin.github.io/IconPark/source/Charts/chart-histogram-one.svg,chart-histogram-one,图表,条形图,"图表, 数据, 柱形图, 趋势, 财经","charts, data, bar graphs, trend, finance"
undo,Base,https://wentin.github.io/IconPark/source/Base/undo.svg,undo,基础,撤销,"撤销, 返回, 驳回, ","revocation, return, dismissed,"
change date sort,Charts,https://wentin.github.io/IconPark/source/Charts/change-date-sort.svg,change-date-sort,图表,按修改日期排序,"修改, 排序, 查看, 数据, 图表","modify, sort, view, data, charts"
share one,Connect,https://wentin.github.io/IconPark/source/Connect/share-one.svg,share-one,连接,分享,"分享, 转发, 共享","share, forward, share"
taobao,Brand,https://wentin.github.io/IconPark/source/Brand/taobao.svg,taobao,品牌,淘宝,"阿里巴巴, 电商, 购物, 手机购物","ali baba, electricity providers, shopping, mobile shopping"
split cells,Edit,https://wentin.github.io/IconPark/source/Edit/split-cells.svg,split-cells,编辑,拆分单元格,"拆分单元格, 表格, 操作","split cells, tables, operating"
full screen play,Others,https://wentin.github.io/IconPark/source/Others/full-screen-play.svg,full-screen-play,其它,全屏播放,"全屏播放, 播放, 媒体, 投屏","full-screen playback, playback, media, cast screen"
bookshelf,Books,https://wentin.github.io/IconPark/source/Books/bookshelf.svg,bookshelf,书籍,书籍,"知识, 书籍, 书, 书架, 学习, 信息","knowledge, books, book, bookshelf, learning, information"
voice,Music,https://wentin.github.io/IconPark/source/Music/voice.svg,voice,声音,录音,"音量, 语音, 录音, 麦克风","volume, voice, audio, microphone"
dislike two,Base,https://wentin.github.io/IconPark/source/Base/dislike-two.svg,dislike-two,基础,不喜欢,"喜欢, 讨厌, 不喜欢","love, hate, dislike"
thumbs up,Hands,https://wentin.github.io/IconPark/source/Hands/thumbs-up.svg,thumbs-up,手势,赞,"好评, 点赞, 优秀","praise, thumbs up, excellent"
iron disable,Life,https://wentin.github.io/IconPark/source/Life/iron-disable.svg,iron-disable,家居,熨斗坏了,熨斗坏了,iron bad
prison,Build,https://wentin.github.io/IconPark/source/Build/prison.svg,prison,建筑,监狱,"囚禁, 牢房","imprisoned, cell"
egg,Foods,https://wentin.github.io/IconPark/source/Foods/egg.svg,egg,餐饮,煎鸡蛋,"摊鸡蛋, 蛋, 早餐","scrambled eggs, eggs, breakfast"
anchor one,Connect,https://wentin.github.io/IconPark/source/Connect/anchor-one.svg,anchor-one,连接,锚点,"曲线, 贝塞尔, 可编辑, 锚点","curve, bezier, editable, anchor"
basketball clothes,Clothes,https://wentin.github.io/IconPark/source/Clothes/basketball-clothes.svg,basketball-clothes,服饰,篮球服,"篮球服, 运动, 篮球, 球衣, 衣服, 号码","basketball clothes, sports, basketball, jersey, clothes, numbers"
creative,Others,https://wentin.github.io/IconPark/source/Others/creative.svg,creative,其它,创意,"想法, 创新, 五星, 徽章","ideas, innovation, five-star, badge"
setting two,Base,https://wentin.github.io/IconPark/source/Base/setting-two.svg,setting-two,基础,设置,"齿轮, 设置, 螺丝, 螺母, 配置","gear set, screws, nuts, arranged"
xingtu,Brand,https://wentin.github.io/IconPark/source/Brand/xingtu.svg,xingtu,品牌,星图,"星图, 达人, 撮合, 即合, oceanengine","star chart, daren, match that together, oceanengine"
fullwidth,Edit,https://wentin.github.io/IconPark/source/Edit/fullwidth.svg,fullwidth,编辑,全宽,全宽 满宽,full width full width
cuvette,Base,https://wentin.github.io/IconPark/source/Base/cuvette.svg,cuvette,基础,试管,"试管, 试验, 容器, 化学","test tubes, test, vessel, chemical"
bydesign,Brand,https://wentin.github.io/IconPark/source/Brand/bydesign.svg,bydesign,品牌,字节设计,"Bytedesign, Bydesign, 字节跳动, 设计中台, design","bytedesign, bydesign, beating bytes, the design stage, design"
grid two,Edit,https://wentin.github.io/IconPark/source/Edit/grid-two.svg,grid-two,编辑,网格2,"网格, 两个格子","grid, two grid"
battery full,Others,https://wentin.github.io/IconPark/source/Others/battery-full.svg,battery-full,其它,电池满电,"电池, 满电","batteries, fully charged"
unlink,Edit,https://wentin.github.io/IconPark/source/Edit/unlink.svg,unlink,编辑,链接断开,"链接, 链条, 锁链, 无效链接","link, chain, chains, broken links"
mouth,Others,https://wentin.github.io/IconPark/source/Others/mouth.svg,mouth,其它,嘴巴,"嘴巴, 美妆, 化妆, 时尚, 器官, 口, 说话","mouth, beauty, makeup, fashion, organ, mouth, speak"
weixin search,Others,https://wentin.github.io/IconPark/source/Others/weixin-search.svg,weixin-search,其它,微信搜索,"搜索, 微信搜索","search, wechat search"
waves,Others,https://wentin.github.io/IconPark/source/Others/waves.svg,waves,其它,电波,"心跳, 脉搏, 趋势, 路径","heartbeat, pulse, trends, path"
sofa two,Life,https://wentin.github.io/IconPark/source/Life/sofa-two.svg,sofa-two,家居,沙发,"居家, home, 家居, 家具, 装修, 家装","home, home, home, furniture, decoration, home improvement"
clothes sweater,Clothes,https://wentin.github.io/IconPark/source/Clothes/clothes-sweater.svg,clothes-sweater,服饰,帽衫,"衣服, 服装, 服饰, 正式","clothes, clothing, apparel, formal"
compass,Base,https://wentin.github.io/IconPark/source/Base/compass.svg,compass,基础,圆规,圆规,compasses
inclusive gateway,Abstract,https://wentin.github.io/IconPark/source/Abstract/inclusive-gateway.svg,inclusive-gateway,抽象,包容网关,"网关, 菱形, 抽象, 几何","gateway, diamond, abstract, geometric"
people minus one,Peoples,https://wentin.github.io/IconPark/source/Peoples/people-minus-one.svg,people-minus-one,人群,减少人群,"添加, 用户, 客户","add users, customers"
pie six,Charts,https://wentin.github.io/IconPark/source/Charts/pie-six.svg,pie-six,图表,进度,"进度, 百分比, 饼图","progress, percentage, pie"
multi triangular four,Abstract,https://wentin.github.io/IconPark/source/Abstract/multi-triangular-four.svg,multi-triangular-four,抽象,多三角,多三角,multi triangle
envelope,Books,https://wentin.github.io/IconPark/source/Books/envelope.svg,envelope,书籍,信封,信封 邮件 袋子,envelope mail bag
wingsuit flying,Sports,https://wentin.github.io/IconPark/source/Sports/wingsuit-flying.svg,wingsuit-flying,运动,翼装飞行,"飞行, 人, 体育, 运动, 比赛, 超人, 飞人","flying, people, sports, sports, games, superman, trapeze"
screenshot two,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/screenshot-two.svg,screenshot-two,内容编辑,截屏,"截屏, 录屏, 界面, 剪刀","screen capture, screen recording, screen, scissors"
hair dryer,Life,https://wentin.github.io/IconPark/source/Life/hair-dryer.svg,hair-dryer,家居,吹风机,吹风机,hair dryer
corner right up,Arrows,https://wentin.github.io/IconPark/source/Arrows/corner-right-up.svg,corner-right-up,方向,右角向上,"向上, 右角, 右边, 右, 上, 右侧, 提升, 上升, 方向","up right corner, right, right, up, right, enhance, increase, direction"
planet,Others,https://wentin.github.io/IconPark/source/Others/planet.svg,planet,其它,星球,"星球, 地球, 环绕, 卫星, 宇宙, 浏览器","planet earth, surrounded by satellite, universe, browser"
badge,Abstract,https://wentin.github.io/IconPark/source/Abstract/badge.svg,badge,抽象,徽章提醒,"抽象, 框选, 徽章, 提醒, 组件","abstract, marquee, badges, reminders, components"
block two,Others,https://wentin.github.io/IconPark/source/Others/block-two.svg,block-two,其它,俄罗斯方块,"俄罗斯方块, 拼接, 模块, 组合, 组件, 游戏, 娱乐, 乐高, 魔方","tetris, high stitching, modules, combined, components, games, entertainment, music, rubik's cube"
movie,Base,https://wentin.github.io/IconPark/source/Base/movie.svg,movie,基础,电影,"视频, 胶片, 电影, 电视","video, film, movies, tv"
voice input,Others,https://wentin.github.io/IconPark/source/Others/voice-input.svg,voice-input,其它,语音文字,语音文字 语音转文字 语音入法,speech text to speech-to-text speech into law
chest,Health,https://wentin.github.io/IconPark/source/Health/chest.svg,chest,医疗健康,胸部,"胸腔, 肺部, 器官, 医疗","chest, lungs, organs, medical"
children cap,Clothes,https://wentin.github.io/IconPark/source/Clothes/children-cap.svg,children-cap,服饰,儿童帽,"帽子, 服装","hats, clothing"
ruler,Base,https://wentin.github.io/IconPark/source/Base/ruler.svg,ruler,基础,尺子,"度量, 尺子, 距离, 长度, 刻度, 测量","metric ruler, the distance, length, scale, measure"
level six title,Edit,https://wentin.github.io/IconPark/source/Edit/level-six-title.svg,level-six-title,编辑,六级标题,"6号字体, 第六级别标题, 六级","6 font, sixth grade title, six"
two semicircles,Abstract,https://wentin.github.io/IconPark/source/Abstract/two-semicircles.svg,two-semicircles,抽象,双半圆,"双半圆, 抽象","double semicircle, abstract"
door handle,Life,https://wentin.github.io/IconPark/source/Life/door-handle.svg,door-handle,家居,门把手,门把手 房间 开门,doorknob room door
guide board,Others,https://wentin.github.io/IconPark/source/Others/guide-board.svg,guide-board,其它,指示牌,"指示牌, 方向","signs, direction"
expressionless face,Emoji,https://wentin.github.io/IconPark/source/Emoji/expressionless-face.svg,expressionless-face,表情,无语脸,无语脸,silent face
concept sharing,Hands,https://wentin.github.io/IconPark/source/Hands/concept-sharing.svg,concept-sharing,手势,理念共享,"共享, 创意共享, 想法","share, share ideas, thoughts"
robot one,Hardware,https://wentin.github.io/IconPark/source/Hardware/robot-one.svg,robot-one,硬件,机器人1,"控制, 遥控, 调整, 命令, 执行, 客服","control, remote control, adjustment, the command is executed, the customer service"
car,Hardware,https://wentin.github.io/IconPark/source/Hardware/car.svg,car,硬件,汽车,"交通, 汽车, 小轿车, 出行","transportation, automobiles, cars, travel"
setting three,Base,https://wentin.github.io/IconPark/source/Base/setting-three.svg,setting-three,基础,设置,"太阳能, 阳光, 设置, 配置","solar, sun, setup, configuration"
cooperative handshake,Others,https://wentin.github.io/IconPark/source/Others/cooperative-handshake.svg,cooperative-handshake,其它,合作握手,合作握手 爱心,cooperation handshake love
vr glasses,Hardware,https://wentin.github.io/IconPark/source/Hardware/vr-glasses.svg,vr-glasses,硬件,VR 眼镜,"VR 眼镜, 眼镜, 虚拟现实, 设备, 游戏","vr glasses, glasses, virtual reality equipment, game"
bus,Hardware,https://wentin.github.io/IconPark/source/Hardware/bus.svg,bus,硬件,大巴,"大巴, 旅游, 汽车, 出行, 交通","bus, travel, cars, travel, traffic"
angry face,Emoji,https://wentin.github.io/IconPark/source/Emoji/angry-face.svg,angry-face,表情,生气,生气,pissed off
material,Others,https://wentin.github.io/IconPark/source/Others/material.svg,material,其它,素材,"用户素材, 图像, 素材","user stories, images, clip"
weixin market,Others,https://wentin.github.io/IconPark/source/Others/weixin-market.svg,weixin-market,其它,微信电商,"商场, 商城, 电商, 卖东西, 生意, 入口","shopping malls, the mall, the electricity supplier, selling, business, entrance"
github,Brand,https://wentin.github.io/IconPark/source/Brand/github.svg,github,品牌,github ,"代码共享社区, 开发, 社区","code sharing community development, community"
tea drink,Foods,https://wentin.github.io/IconPark/source/Foods/tea-drink.svg,tea-drink,餐饮,喝茶,"喝茶, 美食, 饮食, 餐饮, 下午茶, 饥饿, 吃饭, 零食","tea, food, food, food, tea, hunger, eating, snack"
